,fault_1,fault_2,fault_3,fault_4,fault_5,fault_6,file_name
392,1,1,1,0,1,0,dataset/group00041/00041/00041212_test.jpg
393,0,0,0,0,0,0,dataset/group00041/00041/00041212_temp.jpg
394,1,1,1,1,1,1,dataset/group00041/00041/00041074_test.jpg
395,0,0,0,0,0,0,dataset/group00041/00041/00041074_temp.jpg
396,1,0,1,1,1,1,dataset/group00041/00041/00041038_test.jpg
397,0,0,0,0,0,0,dataset/group00041/00041/00041038_temp.jpg
398,1,1,1,1,1,0,dataset/group00041/00041/00041206_test.jpg
399,0,0,0,0,0,0,dataset/group00041/00041/00041206_temp.jpg
400,1,1,1,1,1,1,dataset/group00041/00041/00041169_test.jpg
401,0,0,0,0,0,0,dataset/group00041/00041/00041169_temp.jpg
402,1,0,1,1,1,1,dataset/group00041/00041/00041161_test.jpg
403,0,0,0,0,0,0,dataset/group00041/00041/00041161_temp.jpg
404,1,0,1,0,1,1,dataset/group00041/00041/00041199_test.jpg
405,0,0,0,0,0,0,dataset/group00041/00041/00041199_temp.jpg
406,1,1,1,0,1,1,dataset/group00041/00041/00041032_test.jpg
407,0,0,0,0,0,0,dataset/group00041/00041/00041032_temp.jpg
408,1,0,1,1,1,1,dataset/group00041/00041/00041083_test.jpg
409,0,0,0,0,0,0,dataset/group00041/00041/00041083_temp.jpg
410,1,1,1,1,1,1,dataset/group00041/00041/00041006_test.jpg
411,0,0,0,0,0,0,dataset/group00041/00041/00041006_temp.jpg
412,1,0,1,1,0,1,dataset/group00041/00041/00041202_test.jpg
413,0,0,0,0,0,0,dataset/group00041/00041/00041202_temp.jpg
414,1,1,1,1,1,1,dataset/group00041/00041/00041095_test.jpg
415,0,0,0,0,0,0,dataset/group00041/00041/00041095_temp.jpg
416,1,0,1,1,1,1,dataset/group00041/00041/00041055_test.jpg
417,0,0,0,0,0,0,dataset/group00041/00041/00041055_temp.jpg
418,1,1,1,1,1,1,dataset/group00041/00041/00041120_test.jpg
419,0,0,0,0,0,0,dataset/group00041/00041/00041120_temp.jpg
420,1,1,1,0,1,0,dataset/group00041/00041/00041012_test.jpg
421,0,0,0,0,0,0,dataset/group00041/00041/00041012_temp.jpg
422,1,1,1,0,1,1,dataset/group00041/00041/00041135_test.jpg
423,0,0,0,0,0,0,dataset/group00041/00041/00041135_temp.jpg
424,1,1,1,1,1,1,dataset/group00041/00041/00041090_test.jpg
425,0,0,0,0,0,0,dataset/group00041/00041/00041090_temp.jpg
426,1,1,0,1,1,1,dataset/group00041/00041/00041033_test.jpg
427,0,0,0,0,0,0,dataset/group00041/00041/00041033_temp.jpg
428,1,0,1,1,0,1,dataset/group00041/00041/00041211_test.jpg
429,0,0,0,0,0,0,dataset/group00041/00041/00041211_temp.jpg
430,1,1,1,1,1,1,dataset/group00041/00041/00041154_test.jpg
431,0,0,0,0,0,0,dataset/group00041/00041/00041154_temp.jpg
432,1,1,1,1,1,1,dataset/group00041/00041/00041084_test.jpg
433,0,0,0,0,0,0,dataset/group00041/00041/00041084_temp.jpg
434,1,0,1,1,1,1,dataset/group00041/00041/00041134_test.jpg
435,0,0,0,0,0,0,dataset/group00041/00041/00041134_temp.jpg
436,1,1,1,1,1,1,dataset/group00041/00041/00041094_test.jpg
437,0,0,0,0,0,0,dataset/group00041/00041/00041094_temp.jpg
438,1,0,1,1,1,1,dataset/group00041/00041/00041001_test.jpg
439,0,0,0,0,0,0,dataset/group00041/00041/00041001_temp.jpg
440,1,1,0,1,0,1,dataset/group00041/00041/00041205_test.jpg
441,0,0,0,0,0,0,dataset/group00041/00041/00041205_temp.jpg
442,1,1,1,1,1,1,dataset/group12300/12300/12300238_test.jpg
443,0,0,0,0,0,0,dataset/group12300/12300/12300238_temp.jpg
444,1,1,1,1,1,1,dataset/group12300/12300/12300225_test.jpg
445,0,0,0,0,0,0,dataset/group12300/12300/12300225_temp.jpg
446,1,0,1,1,1,1,dataset/group12300/12300/12300071_test.jpg
447,0,0,0,0,0,0,dataset/group12300/12300/12300071_temp.jpg
448,1,0,1,1,1,0,dataset/group12300/12300/12300223_test.jpg
449,0,0,0,0,0,0,dataset/group12300/12300/12300223_temp.jpg
450,1,1,1,1,0,1,dataset/group12300/12300/12300146_test.jpg
451,0,0,0,0,0,0,dataset/group12300/12300/12300146_temp.jpg
452,1,1,0,0,1,1,dataset/group12300/12300/12300076_test.jpg
453,0,0,0,0,0,0,dataset/group12300/12300/12300076_temp.jpg
454,1,1,1,0,1,1,dataset/group12300/12300/12300240_test.jpg
455,0,0,0,0,0,0,dataset/group12300/12300/12300240_temp.jpg
456,1,1,1,1,0,1,dataset/group12300/12300/12300248_test.jpg
457,0,0,0,0,0,0,dataset/group12300/12300/12300248_temp.jpg
458,1,0,1,1,1,1,dataset/group12300/12300/12300117_test.jpg
459,0,0,0,0,0,0,dataset/group12300/12300/12300117_temp.jpg
460,1,1,1,1,1,1,dataset/group12300/12300/12300239_test.jpg
461,0,0,0,0,0,0,dataset/group12300/12300/12300239_temp.jpg
462,1,1,1,0,1,1,dataset/group12300/12300/12300066_test.jpg
463,0,0,0,0,0,0,dataset/group12300/12300/12300066_temp.jpg
464,1,1,1,0,1,1,dataset/group12300/12300/12300136_test.jpg
465,0,0,0,0,0,0,dataset/group12300/12300/12300136_temp.jpg
466,1,0,1,0,1,1,dataset/group12300/12300/12300063_test.jpg
467,0,0,0,0,0,0,dataset/group12300/12300/12300063_temp.jpg
468,1,1,1,0,1,1,dataset/group12300/12300/12300131_test.jpg
469,0,0,0,0,0,0,dataset/group12300/12300/12300131_temp.jpg
470,1,0,1,1,1,1,dataset/group12300/12300/12300244_test.jpg
471,0,0,0,0,0,0,dataset/group12300/12300/12300244_temp.jpg
472,1,1,1,0,1,0,dataset/group12300/12300/12300237_test.jpg
473,0,0,0,0,0,0,dataset/group12300/12300/12300237_temp.jpg
474,1,1,1,1,0,1,dataset/group12300/12300/12300126_test.jpg
475,0,0,0,0,0,0,dataset/group12300/12300/12300126_temp.jpg
476,1,1,0,0,1,1,dataset/group12300/12300/12300119_test.jpg
477,0,0,0,0,0,0,dataset/group12300/12300/12300119_temp.jpg
478,1,0,1,0,1,1,dataset/group12300/12300/12300230_test.jpg
479,0,0,0,0,0,0,dataset/group12300/12300/12300230_temp.jpg
480,1,1,1,1,1,1,dataset/group12300/12300/12300124_test.jpg
481,0,0,0,0,0,0,dataset/group12300/12300/12300124_temp.jpg
482,1,1,1,1,1,1,dataset/group12300/12300/12300153_test.jpg
483,0,0,0,0,0,0,dataset/group12300/12300/12300153_temp.jpg
484,1,0,1,1,1,1,dataset/group12300/12300/12300122_test.jpg
485,0,0,0,0,0,0,dataset/group12300/12300/12300122_temp.jpg
486,1,1,1,0,1,1,dataset/group12300/12300/12300218_test.jpg
487,0,0,0,0,0,0,dataset/group12300/12300/12300218_temp.jpg
488,1,1,1,1,0,0,dataset/group12300/12300/12300234_test.jpg
489,0,0,0,0,0,0,dataset/group12300/12300/12300234_temp.jpg
490,1,1,1,1,1,1,dataset/group12300/12300/12300226_test.jpg
491,0,0,0,0,0,0,dataset/group12300/12300/12300226_temp.jpg
492,1,1,1,1,1,1,dataset/group12300/12300/12300154_test.jpg
493,0,0,0,0,0,0,dataset/group12300/12300/12300154_temp.jpg
494,1,0,0,0,1,1,dataset/group12300/12300/12300075_test.jpg
495,0,0,0,0,0,0,dataset/group12300/12300/12300075_temp.jpg
496,1,1,1,1,1,1,dataset/group12300/12300/12300112_test.jpg
497,0,0,0,0,0,0,dataset/group12300/12300/12300112_temp.jpg
498,1,1,0,1,1,1,dataset/group12300/12300/12300132_test.jpg
499,0,0,0,0,0,0,dataset/group12300/12300/12300132_temp.jpg
500,1,1,1,1,1,1,dataset/group12300/12300/12300121_test.jpg
501,0,0,0,0,0,0,dataset/group12300/12300/12300121_temp.jpg
502,1,1,1,0,1,1,dataset/group12300/12300/12300144_test.jpg
503,0,0,0,0,0,0,dataset/group12300/12300/12300144_temp.jpg
504,1,1,0,1,0,1,dataset/group12300/12300/12300243_test.jpg
505,0,0,0,0,0,0,dataset/group12300/12300/12300243_temp.jpg
506,1,1,1,0,1,1,dataset/group12300/12300/12300065_test.jpg
507,0,0,0,0,0,0,dataset/group12300/12300/12300065_temp.jpg
508,1,1,1,1,0,0,dataset/group12300/12300/12300133_test.jpg
509,0,0,0,0,0,0,dataset/group12300/12300/12300133_temp.jpg
510,1,1,1,0,1,1,dataset/group12300/12300/12300113_test.jpg
511,0,0,0,0,0,0,dataset/group12300/12300/12300113_temp.jpg
512,1,1,1,0,1,1,dataset/group12300/12300/12300137_test.jpg
513,0,0,0,0,0,0,dataset/group12300/12300/12300137_temp.jpg
514,1,0,1,1,1,1,dataset/group12300/12300/12300064_test.jpg
515,0,0,0,0,0,0,dataset/group12300/12300/12300064_temp.jpg
516,1,1,1,1,0,1,dataset/group12300/12300/12300232_test.jpg
517,0,0,0,0,0,0,dataset/group12300/12300/12300232_temp.jpg
518,1,1,1,1,0,1,dataset/group12300/12300/12300149_test.jpg
519,0,0,0,0,0,0,dataset/group12300/12300/12300149_temp.jpg
520,1,1,1,1,1,1,dataset/group12300/12300/12300123_test.jpg
521,0,0,0,0,0,0,dataset/group12300/12300/12300123_temp.jpg
522,1,1,1,1,0,1,dataset/group12300/12300/12300138_test.jpg
523,0,0,0,0,0,0,dataset/group12300/12300/12300138_temp.jpg
524,1,1,0,0,1,0,dataset/group12300/12300/12300077_test.jpg
525,0,0,0,0,0,0,dataset/group12300/12300/12300077_temp.jpg
526,1,1,1,1,1,1,dataset/group12300/12300/12300155_test.jpg
527,0,0,0,0,0,0,dataset/group12300/12300/12300155_temp.jpg
528,1,1,1,0,1,1,dataset/group12300/12300/12300224_test.jpg
529,0,0,0,0,0,0,dataset/group12300/12300/12300224_temp.jpg
530,1,1,1,0,1,1,dataset/group12300/12300/12300110_test.jpg
531,0,0,0,0,0,0,dataset/group12300/12300/12300110_temp.jpg
532,1,0,1,1,1,1,dataset/group12300/12300/12300142_test.jpg
533,0,0,0,0,0,0,dataset/group12300/12300/12300142_temp.jpg
534,1,1,1,0,1,1,dataset/group12300/12300/12300229_test.jpg
535,0,0,0,0,0,0,dataset/group12300/12300/12300229_temp.jpg
536,1,0,1,1,0,0,dataset/group12300/12300/12300067_test.jpg
537,0,0,0,0,0,0,dataset/group12300/12300/12300067_temp.jpg
538,1,1,1,0,1,1,dataset/group12300/12300/12300134_test.jpg
539,0,0,0,0,0,0,dataset/group12300/12300/12300134_temp.jpg
540,1,0,1,1,0,1,dataset/group12300/12300/12300245_test.jpg
541,0,0,0,0,0,0,dataset/group12300/12300/12300245_temp.jpg
542,1,0,1,1,1,1,dataset/group12300/12300/12300072_test.jpg
543,0,0,0,0,0,0,dataset/group12300/12300/12300072_temp.jpg
544,1,1,0,1,1,1,dataset/group12300/12300/12300152_test.jpg
545,0,0,0,0,0,0,dataset/group12300/12300/12300152_temp.jpg
546,1,0,1,0,1,1,dataset/group12300/12300/12300220_test.jpg
547,0,0,0,0,0,0,dataset/group12300/12300/12300220_temp.jpg
548,1,1,1,1,0,1,dataset/group12300/12300/12300145_test.jpg
549,0,0,0,0,0,0,dataset/group12300/12300/12300145_temp.jpg
550,1,0,1,1,0,1,dataset/group12300/12300/12300060_test.jpg
551,0,0,0,0,0,0,dataset/group12300/12300/12300060_temp.jpg
552,1,0,1,1,1,1,dataset/group12300/12300/12300109_test.jpg
553,0,0,0,0,0,0,dataset/group12300/12300/12300109_temp.jpg
554,1,1,1,1,0,1,dataset/group12300/12300/12300219_test.jpg
555,0,0,0,0,0,0,dataset/group12300/12300/12300219_temp.jpg
556,1,1,0,1,1,1,dataset/group12300/12300/12300222_test.jpg
557,0,0,0,0,0,0,dataset/group12300/12300/12300222_temp.jpg
558,1,0,1,0,1,1,dataset/group12300/12300/12300070_test.jpg
559,0,0,0,0,0,0,dataset/group12300/12300/12300070_temp.jpg
560,1,1,1,1,1,1,dataset/group12300/12300/12300140_test.jpg
561,0,0,0,0,0,0,dataset/group12300/12300/12300140_temp.jpg
562,1,1,1,1,1,1,dataset/group12300/12300/12300151_test.jpg
563,0,0,0,0,0,0,dataset/group12300/12300/12300151_temp.jpg
564,0,1,1,1,1,1,dataset/group12300/12300/12300111_test.jpg
565,0,0,0,0,0,0,dataset/group12300/12300/12300111_temp.jpg
566,1,1,0,1,1,1,dataset/group12300/12300/12300216_test.jpg
567,0,0,0,0,0,0,dataset/group12300/12300/12300216_temp.jpg
568,1,0,1,1,1,1,dataset/group12300/12300/12300135_test.jpg
569,0,0,0,0,0,0,dataset/group12300/12300/12300135_temp.jpg
570,1,1,1,1,0,1,dataset/group12300/12300/12300235_test.jpg
571,0,0,0,0,0,0,dataset/group12300/12300/12300235_temp.jpg
572,1,1,0,1,1,1,dataset/group12300/12300/12300074_test.jpg
573,0,0,0,0,0,0,dataset/group12300/12300/12300074_temp.jpg
574,1,1,0,1,1,1,dataset/group12300/12300/12300114_test.jpg
575,0,0,0,0,0,0,dataset/group12300/12300/12300114_temp.jpg
576,1,1,1,0,1,1,dataset/group12300/12300/12300231_test.jpg
577,0,0,0,0,0,0,dataset/group12300/12300/12300231_temp.jpg
578,1,1,1,1,1,1,dataset/group12300/12300/12300141_test.jpg
579,0,0,0,0,0,0,dataset/group12300/12300/12300141_temp.jpg
580,1,0,1,1,1,1,dataset/group12300/12300/12300139_test.jpg
581,0,0,0,0,0,0,dataset/group12300/12300/12300139_temp.jpg
582,0,1,1,1,1,1,dataset/group12300/12300/12300069_test.jpg
583,0,0,0,0,0,0,dataset/group12300/12300/12300069_temp.jpg
584,1,1,0,1,0,1,dataset/group12300/12300/12300115_test.jpg
585,0,0,0,0,0,0,dataset/group12300/12300/12300115_temp.jpg
586,1,1,1,1,0,1,dataset/group12300/12300/12300147_test.jpg
587,0,0,0,0,0,0,dataset/group12300/12300/12300147_temp.jpg
588,1,1,0,0,1,1,dataset/group12300/12300/12300247_test.jpg
589,0,0,0,0,0,0,dataset/group12300/12300/12300247_temp.jpg
590,1,1,1,0,1,1,dataset/group12300/12300/12300217_test.jpg
591,0,0,0,0,0,0,dataset/group12300/12300/12300217_temp.jpg
592,1,1,0,1,1,1,dataset/group12300/12300/12300241_test.jpg
593,0,0,0,0,0,0,dataset/group12300/12300/12300241_temp.jpg
594,1,0,1,0,1,1,dataset/group12300/12300/12300246_test.jpg
595,0,0,0,0,0,0,dataset/group12300/12300/12300246_temp.jpg
596,1,1,1,1,1,1,dataset/group12300/12300/12300221_test.jpg
597,0,0,0,0,0,0,dataset/group12300/12300/12300221_temp.jpg
598,1,1,1,1,1,1,dataset/group12300/12300/12300242_test.jpg
599,0,0,0,0,0,0,dataset/group12300/12300/12300242_temp.jpg
600,1,1,1,1,1,1,dataset/group12300/12300/12300129_test.jpg
601,0,0,0,0,0,0,dataset/group12300/12300/12300129_temp.jpg
602,0,1,1,0,1,1,dataset/group12300/12300/12300127_test.jpg
603,0,0,0,0,0,0,dataset/group12300/12300/12300127_temp.jpg
604,1,1,1,0,1,1,dataset/group12300/12300/12300128_test.jpg
605,0,0,0,0,0,0,dataset/group12300/12300/12300128_temp.jpg
606,1,0,1,0,1,1,dataset/group12300/12300/12300062_test.jpg
607,0,0,0,0,0,0,dataset/group12300/12300/12300062_temp.jpg
608,1,1,0,1,1,1,dataset/group12300/12300/12300073_test.jpg
609,0,0,0,0,0,0,dataset/group12300/12300/12300073_temp.jpg
610,1,1,1,1,0,1,dataset/group12300/12300/12300228_test.jpg
611,0,0,0,0,0,0,dataset/group12300/12300/12300228_temp.jpg
612,1,1,1,0,0,1,dataset/group12300/12300/12300116_test.jpg
613,0,0,0,0,0,0,dataset/group12300/12300/12300116_temp.jpg
614,1,0,1,0,1,1,dataset/group12300/12300/12300125_test.jpg
615,0,0,0,0,0,0,dataset/group12300/12300/12300125_temp.jpg
616,1,1,1,1,1,1,dataset/group12300/12300/12300156_test.jpg
617,0,0,0,0,0,0,dataset/group12300/12300/12300156_temp.jpg
618,1,1,1,1,0,0,dataset/group12300/12300/12300227_test.jpg
619,0,0,0,0,0,0,dataset/group12300/12300/12300227_temp.jpg
620,1,0,1,1,0,1,dataset/group12300/12300/12300061_test.jpg
621,0,0,0,0,0,0,dataset/group12300/12300/12300061_temp.jpg
622,1,0,1,1,1,1,dataset/group12300/12300/12300236_test.jpg
623,0,0,0,0,0,0,dataset/group12300/12300/12300236_temp.jpg
624,1,1,1,0,1,1,dataset/group12300/12300/12300148_test.jpg
625,0,0,0,0,0,0,dataset/group12300/12300/12300148_temp.jpg
626,1,0,1,1,1,1,dataset/group12300/12300/12300068_test.jpg
627,0,0,0,0,0,0,dataset/group12300/12300/12300068_temp.jpg
628,1,1,1,0,1,1,dataset/group12300/12300/12300108_test.jpg
629,0,0,0,0,0,0,dataset/group12300/12300/12300108_temp.jpg
630,1,0,1,1,0,1,dataset/group12300/12300/12300150_test.jpg
631,0,0,0,0,0,0,dataset/group12300/12300/12300150_temp.jpg
632,1,0,1,1,1,1,dataset/group12300/12300/12300120_test.jpg
633,0,0,0,0,0,0,dataset/group12300/12300/12300120_temp.jpg
634,1,1,0,1,1,1,dataset/group12300/12300/12300118_test.jpg
635,0,0,0,0,0,0,dataset/group12300/12300/12300118_temp.jpg
636,1,1,0,1,1,1,dataset/group12300/12300/12300130_test.jpg
637,0,0,0,0,0,0,dataset/group12300/12300/12300130_temp.jpg
638,1,1,1,1,1,0,dataset/group20085/20085/20085267_test.jpg
639,0,0,0,0,0,0,dataset/group20085/20085/20085267_temp.jpg
640,1,1,1,1,1,1,dataset/group20085/20085/20085218_test.jpg
641,0,0,0,0,0,0,dataset/group20085/20085/20085218_temp.jpg
642,1,1,0,1,1,1,dataset/group20085/20085/20085011_test.jpg
643,0,0,0,0,0,0,dataset/group20085/20085/20085011_temp.jpg
644,1,1,1,1,1,0,dataset/group20085/20085/20085141_test.jpg
645,0,0,0,0,0,0,dataset/group20085/20085/20085141_temp.jpg
646,1,1,1,0,1,0,dataset/group20085/20085/20085299_test.jpg
647,0,0,0,0,0,0,dataset/group20085/20085/20085299_temp.jpg
648,1,1,1,1,1,1,dataset/group20085/20085/20085103_test.jpg
649,0,0,0,0,0,0,dataset/group20085/20085/20085103_temp.jpg
650,1,1,0,1,1,1,dataset/group20085/20085/20085172_test.jpg
651,0,0,0,0,0,0,dataset/group20085/20085/20085172_temp.jpg
652,1,0,1,1,0,1,dataset/group20085/20085/20085139_test.jpg
653,0,0,0,0,0,0,dataset/group20085/20085/20085139_temp.jpg
654,1,1,1,1,1,1,dataset/group20085/20085/20085264_test.jpg
655,0,0,0,0,0,0,dataset/group20085/20085/20085264_temp.jpg
656,1,1,1,1,1,1,dataset/group20085/20085/20085183_test.jpg
657,0,0,0,0,0,0,dataset/group20085/20085/20085183_temp.jpg
658,1,1,1,0,1,0,dataset/group20085/20085/20085094_test.jpg
659,0,0,0,0,0,0,dataset/group20085/20085/20085094_temp.jpg
660,1,1,1,1,1,1,dataset/group20085/20085/20085189_test.jpg
661,0,0,0,0,0,0,dataset/group20085/20085/20085189_temp.jpg
662,1,1,1,1,0,1,dataset/group20085/20085/20085135_test.jpg
663,0,0,0,0,0,0,dataset/group20085/20085/20085135_temp.jpg
664,1,1,1,1,1,1,dataset/group20085/20085/20085243_test.jpg
665,0,0,0,0,0,0,dataset/group20085/20085/20085243_temp.jpg
666,1,1,1,0,1,1,dataset/group20085/20085/20085015_test.jpg
667,0,0,0,0,0,0,dataset/group20085/20085/20085015_temp.jpg
668,1,1,0,1,0,1,dataset/group20085/20085/20085079_test.jpg
669,0,0,0,0,0,0,dataset/group20085/20085/20085079_temp.jpg
670,1,1,1,1,0,1,dataset/group20085/20085/20085150_test.jpg
671,0,0,0,0,0,0,dataset/group20085/20085/20085150_temp.jpg
672,1,1,1,1,1,1,dataset/group20085/20085/20085090_test.jpg
673,0,0,0,0,0,0,dataset/group20085/20085/20085090_temp.jpg
674,1,1,1,1,1,1,dataset/group20085/20085/20085187_test.jpg
675,0,0,0,0,0,0,dataset/group20085/20085/20085187_temp.jpg
676,1,0,1,1,1,1,dataset/group20085/20085/20085190_test.jpg
677,0,0,0,0,0,0,dataset/group20085/20085/20085190_temp.jpg
678,1,1,1,1,1,1,dataset/group20085/20085/20085071_test.jpg
679,0,0,0,0,0,0,dataset/group20085/20085/20085071_temp.jpg
680,1,1,1,1,1,1,dataset/group20085/20085/20085309_test.jpg
681,0,0,0,0,0,0,dataset/group20085/20085/20085309_temp.jpg
682,1,1,0,1,1,1,dataset/group20085/20085/20085227_test.jpg
683,0,0,0,0,0,0,dataset/group20085/20085/20085227_temp.jpg
684,1,1,1,1,0,0,dataset/group20085/20085/20085076_test.jpg
685,0,0,0,0,0,0,dataset/group20085/20085/20085076_temp.jpg
686,1,1,0,1,0,1,dataset/group20085/20085/20085043_test.jpg
687,0,0,0,0,0,0,dataset/group20085/20085/20085043_temp.jpg
688,0,0,0,0,1,0,dataset/group20085/20085/20085159_test.jpg
689,0,0,0,0,0,0,dataset/group20085/20085/20085159_temp.jpg
690,1,0,1,1,0,1,dataset/group20085/20085/20085023_test.jpg
691,0,0,0,0,0,0,dataset/group20085/20085/20085023_temp.jpg
692,1,1,1,1,1,1,dataset/group20085/20085/20085204_test.jpg
693,0,0,0,0,0,0,dataset/group20085/20085/20085204_temp.jpg
694,1,1,1,1,1,1,dataset/group20085/20085/20085180_test.jpg
695,0,0,0,0,0,0,dataset/group20085/20085/20085180_temp.jpg
696,1,1,1,1,0,1,dataset/group20085/20085/20085304_test.jpg
697,0,0,0,0,0,0,dataset/group20085/20085/20085304_temp.jpg
698,0,0,1,1,1,1,dataset/group20085/20085/20085162_test.jpg
699,0,0,0,0,0,0,dataset/group20085/20085/20085162_temp.jpg
700,1,1,1,1,1,1,dataset/group20085/20085/20085260_test.jpg
701,0,0,0,0,0,0,dataset/group20085/20085/20085260_temp.jpg
702,1,1,1,0,1,1,dataset/group20085/20085/20085031_test.jpg
703,0,0,0,0,0,0,dataset/group20085/20085/20085031_temp.jpg
704,1,0,1,1,1,1,dataset/group20085/20085/20085032_test.jpg
705,0,0,0,0,0,0,dataset/group20085/20085/20085032_temp.jpg
706,0,0,0,0,1,0,dataset/group20085/20085/20085167_test.jpg
707,0,0,0,0,0,0,dataset/group20085/20085/20085167_temp.jpg
708,1,1,1,0,1,1,dataset/group20085/20085/20085029_test.jpg
709,0,0,0,0,0,0,dataset/group20085/20085/20085029_temp.jpg
710,1,1,1,1,1,1,dataset/group20085/20085/20085044_test.jpg
711,0,0,0,0,0,0,dataset/group20085/20085/20085044_temp.jpg
712,1,1,1,1,1,0,dataset/group20085/20085/20085131_test.jpg
713,0,0,0,0,0,0,dataset/group20085/20085/20085131_temp.jpg
714,1,1,0,1,1,0,dataset/group20085/20085/20085104_test.jpg
715,0,0,0,0,0,0,dataset/group20085/20085/20085104_temp.jpg
716,1,1,1,1,1,0,dataset/group20085/20085/20085063_test.jpg
717,0,0,0,0,0,0,dataset/group20085/20085/20085063_temp.jpg
718,0,1,1,1,0,1,dataset/group20085/20085/20085169_test.jpg
719,0,0,0,0,0,0,dataset/group20085/20085/20085169_temp.jpg
720,1,1,1,1,1,1,dataset/group20085/20085/20085285_test.jpg
721,0,0,0,0,0,0,dataset/group20085/20085/20085285_temp.jpg
722,1,1,1,0,1,1,dataset/group20085/20085/20085200_test.jpg
723,0,0,0,0,0,0,dataset/group20085/20085/20085200_temp.jpg
724,1,1,0,1,1,1,dataset/group20085/20085/20085066_test.jpg
725,0,0,0,0,0,0,dataset/group20085/20085/20085066_temp.jpg
726,0,0,1,1,1,1,dataset/group20085/20085/20085156_test.jpg
727,0,0,0,0,0,0,dataset/group20085/20085/20085156_temp.jpg
728,1,1,1,1,1,0,dataset/group20085/20085/20085287_test.jpg
729,0,0,0,0,0,0,dataset/group20085/20085/20085287_temp.jpg
730,1,1,1,0,1,1,dataset/group20085/20085/20085126_test.jpg
731,0,0,0,0,0,0,dataset/group20085/20085/20085126_temp.jpg
732,1,1,1,1,1,1,dataset/group20085/20085/20085245_test.jpg
733,0,0,0,0,0,0,dataset/group20085/20085/20085245_temp.jpg
734,1,1,1,1,1,1,dataset/group20085/20085/20085132_test.jpg
735,0,0,0,0,0,0,dataset/group20085/20085/20085132_temp.jpg
736,1,1,1,1,1,1,dataset/group20085/20085/20085038_test.jpg
737,0,0,0,0,0,0,dataset/group20085/20085/20085038_temp.jpg
738,1,1,1,1,1,1,dataset/group20085/20085/20085232_test.jpg
739,0,0,0,0,0,0,dataset/group20085/20085/20085232_temp.jpg
740,1,1,1,1,1,1,dataset/group20085/20085/20085226_test.jpg
741,0,0,0,0,0,0,dataset/group20085/20085/20085226_temp.jpg
742,1,1,0,0,1,1,dataset/group20085/20085/20085127_test.jpg
743,0,0,0,0,0,0,dataset/group20085/20085/20085127_temp.jpg
744,1,1,0,1,1,1,dataset/group20085/20085/20085113_test.jpg
745,0,0,0,0,0,0,dataset/group20085/20085/20085113_temp.jpg
746,1,1,0,1,1,1,dataset/group20085/20085/20085234_test.jpg
747,0,0,0,0,0,0,dataset/group20085/20085/20085234_temp.jpg
748,1,1,1,1,1,0,dataset/group20085/20085/20085129_test.jpg
749,0,0,0,0,0,0,dataset/group20085/20085/20085129_temp.jpg
750,1,1,1,1,1,1,dataset/group20085/20085/20085050_test.jpg
751,0,0,0,0,0,0,dataset/group20085/20085/20085050_temp.jpg
752,0,1,1,1,1,1,dataset/group20085/20085/20085034_test.jpg
753,0,0,0,0,0,0,dataset/group20085/20085/20085034_temp.jpg
754,0,0,1,1,1,0,dataset/group20085/20085/20085165_test.jpg
755,0,0,0,0,0,0,dataset/group20085/20085/20085165_temp.jpg
756,1,1,1,1,0,0,dataset/group20085/20085/20085274_test.jpg
757,0,0,0,0,0,0,dataset/group20085/20085/20085274_temp.jpg
758,0,1,1,0,1,1,dataset/group20085/20085/20085175_test.jpg
759,0,0,0,0,0,0,dataset/group20085/20085/20085175_temp.jpg
760,1,1,0,0,1,1,dataset/group20085/20085/20085064_test.jpg
761,0,0,0,0,0,0,dataset/group20085/20085/20085064_temp.jpg
762,1,1,1,1,0,0,dataset/group20085/20085/20085297_test.jpg
763,0,0,0,0,0,0,dataset/group20085/20085/20085297_temp.jpg
764,1,0,1,1,1,0,dataset/group20085/20085/20085300_test.jpg
765,0,0,0,0,0,0,dataset/group20085/20085/20085300_temp.jpg
766,1,1,1,1,0,1,dataset/group20085/20085/20085144_test.jpg
767,0,0,0,0,0,0,dataset/group20085/20085/20085144_temp.jpg
768,1,1,0,1,1,1,dataset/group20085/20085/20085084_test.jpg
769,0,0,0,0,0,0,dataset/group20085/20085/20085084_temp.jpg
770,1,1,1,1,1,1,dataset/group20085/20085/20085145_test.jpg
771,0,0,0,0,0,0,dataset/group20085/20085/20085145_temp.jpg
772,1,1,1,1,1,1,dataset/group20085/20085/20085248_test.jpg
773,0,0,0,0,0,0,dataset/group20085/20085/20085248_temp.jpg
774,1,1,1,1,1,0,dataset/group20085/20085/20085098_test.jpg
775,0,0,0,0,0,0,dataset/group20085/20085/20085098_temp.jpg
776,1,1,1,1,1,1,dataset/group20085/20085/20085249_test.jpg
777,0,0,0,0,0,0,dataset/group20085/20085/20085249_temp.jpg
778,0,1,1,1,1,1,dataset/group20085/20085/20085276_test.jpg
779,0,0,0,0,0,0,dataset/group20085/20085/20085276_temp.jpg
780,1,1,1,1,1,0,dataset/group20085/20085/20085314_test.jpg
781,0,0,0,0,0,0,dataset/group20085/20085/20085314_temp.jpg
782,1,1,1,1,1,0,dataset/group20085/20085/20085281_test.jpg
783,0,0,0,0,0,0,dataset/group20085/20085/20085281_temp.jpg
784,1,1,1,0,1,1,dataset/group20085/20085/20085106_test.jpg
